code,outcome,count
"Helping > (state, unknown, codingConcept)",F,0
"Helping > (state, unknown, codingConcept)",S,0
"Helping > (state, unknown, codingExperience)",F,2
"Helping > (state, unknown, codingExperience)",S,0
"Helping > (state, unknown, developmentStrategy)",F,0
"Helping > (state, unknown, developmentStrategy)",S,2
"Helping > (state, unknown, errorLocation)",F,0
"Helping > (state, unknown, errorLocation)",S,0
"Helping > (state, unknown, errorMsg)",F,0
"Helping > (state, unknown, errorMsg)",S,0
"Helping > (state, unknown, learningResources)",F,0
"Helping > (state, unknown, learningResources)",S,1
"Helping > (state, unknown, originalCode)",F,0
"Helping > (state, unknown, originalCode)",S,0
"Helping > (state, unknown, personalInfo)",F,0
"Helping > (state, unknown, personalInfo)",S,1
"Helping > (state, unknown, platformRelated)",F,0
"Helping > (state, unknown, platformRelated)",S,0
"Helping > (state, unknown, proposedNewCode)",F,3
"Helping > (state, unknown, proposedNewCode)",S,1
"Helping > (state, unknown, testCases)",F,1
"Helping > (state, unknown, testCases)",S,1
"Helping > (suggest, phrasedAsCertain, bug, detailed)",F,0
"Helping > (suggest, phrasedAsCertain, bug, detailed)",S,0
"Helping > (suggest, phrasedAsCertain, bug, unknown)",F,0
"Helping > (suggest, phrasedAsCertain, bug, unknown)",S,0
"Helping > (suggest, phrasedAsCertain, bug, vague)",F,0
"Helping > (suggest, phrasedAsCertain, bug, vague)",S,2
"Helping > (suggest, phrasedAsCertain, codeOpinion, detailed)",F,0
"Helping > (suggest, phrasedAsCertain, codeOpinion, detailed)",S,2
"Helping > (suggest, phrasedAsCertain, codeOpinion, unknown)",F,0
"Helping > (suggest, phrasedAsCertain, codeOpinion, unknown)",S,0
"Helping > (suggest, phrasedAsCertain, codeOpinion, vague)",F,0
"Helping > (suggest, phrasedAsCertain, codeOpinion, vague)",S,7
"Helping > (suggest, phrasedAsCertain, codeSpecifications, detailed)",F,3
"Helping > (suggest, phrasedAsCertain, codeSpecifications, detailed)",S,0
"Helping > (suggest, phrasedAsCertain, codeSpecifications, unknown)",F,0
"Helping > (suggest, phrasedAsCertain, codeSpecifications, unknown)",S,1
"Helping > (suggest, phrasedAsCertain, codeSpecifications, vague)",F,4
"Helping > (suggest, phrasedAsCertain, codeSpecifications, vague)",S,3
"Helping > (suggest, phrasedAsCertain, codingConcept, detailed)",F,1
"Helping > (suggest, phrasedAsCertain, codingConcept, detailed)",S,1
"Helping > (suggest, phrasedAsCertain, codingConcept, unknown)",F,0
"Helping > (suggest, phrasedAsCertain, codingConcept, unknown)",S,1
"Helping > (suggest, phrasedAsCertain, codingConcept, vague)",F,3
"Helping > (suggest, phrasedAsCertain, codingConcept, vague)",S,3
"Helping > (suggest, phrasedAsCertain, codingExperience, detailed)",F,0
"Helping > (suggest, phrasedAsCertain, codingExperience, detailed)",S,0
"Helping > (suggest, phrasedAsCertain, codingExperience, unknown)",F,0
"Helping > (suggest, phrasedAsCertain, codingExperience, unknown)",S,0
"Helping > (suggest, phrasedAsCertain, codingExperience, vague)",F,0
"Helping > (suggest, phrasedAsCertain, codingExperience, vague)",S,0
"Helping > (suggest, phrasedAsCertain, developmentStrategy, detailed)",F,13
"Helping > (suggest, phrasedAsCertain, developmentStrategy, detailed)",S,4
"Helping > (suggest, phrasedAsCertain, developmentStrategy, unknown)",F,2
"Helping > (suggest, phrasedAsCertain, developmentStrategy, unknown)",S,3
"Helping > (suggest, phrasedAsCertain, developmentStrategy, vague)",F,20
"Helping > (suggest, phrasedAsCertain, developmentStrategy, vague)",S,33
"Helping > (suggest, phrasedAsCertain, errorLocation, detailed)",F,1
"Helping > (suggest, phrasedAsCertain, errorLocation, detailed)",S,0
"Helping > (suggest, phrasedAsCertain, errorLocation, unknown)",F,0
"Helping > (suggest, phrasedAsCertain, errorLocation, unknown)",S,0
"Helping > (suggest, phrasedAsCertain, errorLocation, vague)",F,0
"Helping > (suggest, phrasedAsCertain, errorLocation, vague)",S,0
"Helping > (suggest, phrasedAsCertain, errorMsg, detailed)",F,0
"Helping > (suggest, phrasedAsCertain, errorMsg, detailed)",S,0
"Helping > (suggest, phrasedAsCertain, errorMsg, unknown)",F,0
"Helping > (suggest, phrasedAsCertain, errorMsg, unknown)",S,0
"Helping > (suggest, phrasedAsCertain, errorMsg, vague)",F,0
"Helping > (suggest, phrasedAsCertain, errorMsg, vague)",S,0
"Helping > (suggest, phrasedAsCertain, learningResources, detailed)",F,2
"Helping > (suggest, phrasedAsCertain, learningResources, detailed)",S,1
"Helping > (suggest, phrasedAsCertain, learningResources, unknown)",F,0
"Helping > (suggest, phrasedAsCertain, learningResources, unknown)",S,3
"Helping > (suggest, phrasedAsCertain, learningResources, vague)",F,5
"Helping > (suggest, phrasedAsCertain, learningResources, vague)",S,11
"Helping > (suggest, phrasedAsCertain, originalCode, detailed)",F,1
"Helping > (suggest, phrasedAsCertain, originalCode, detailed)",S,1
"Helping > (suggest, phrasedAsCertain, originalCode, unknown)",F,1
"Helping > (suggest, phrasedAsCertain, originalCode, unknown)",S,1
"Helping > (suggest, phrasedAsCertain, originalCode, vague)",F,0
"Helping > (suggest, phrasedAsCertain, originalCode, vague)",S,1
"Helping > (suggest, phrasedAsCertain, personalInfo, detailed)",F,0
"Helping > (suggest, phrasedAsCertain, personalInfo, detailed)",S,0
"Helping > (suggest, phrasedAsCertain, personalInfo, unknown)",F,0
"Helping > (suggest, phrasedAsCertain, personalInfo, unknown)",S,0
"Helping > (suggest, phrasedAsCertain, personalInfo, vague)",F,0
"Helping > (suggest, phrasedAsCertain, personalInfo, vague)",S,0
"Helping > (suggest, phrasedAsCertain, platformRelated, detailed)",F,2
"Helping > (suggest, phrasedAsCertain, platformRelated, detailed)",S,1
"Helping > (suggest, phrasedAsCertain, platformRelated, unknown)",F,0
"Helping > (suggest, phrasedAsCertain, platformRelated, unknown)",S,1
"Helping > (suggest, phrasedAsCertain, platformRelated, vague)",F,0
"Helping > (suggest, phrasedAsCertain, platformRelated, vague)",S,3
"Helping > (suggest, phrasedAsCertain, proposedNewCode, detailed)",F,39
"Helping > (suggest, phrasedAsCertain, proposedNewCode, detailed)",S,79
"Helping > (suggest, phrasedAsCertain, proposedNewCode, unknown)",F,9
"Helping > (suggest, phrasedAsCertain, proposedNewCode, unknown)",S,9
"Helping > (suggest, phrasedAsCertain, proposedNewCode, vague)",F,49
"Helping > (suggest, phrasedAsCertain, proposedNewCode, vague)",S,94
"Helping > (suggest, phrasedAsCertain, testCases, detailed)",F,1
"Helping > (suggest, phrasedAsCertain, testCases, detailed)",S,2
"Helping > (suggest, phrasedAsCertain, testCases, unknown)",F,0
"Helping > (suggest, phrasedAsCertain, testCases, unknown)",S,0
"Helping > (suggest, phrasedAsCertain, testCases, vague)",F,6
"Helping > (suggest, phrasedAsCertain, testCases, vague)",S,0
"Helping > (suggest, phrasedAsUnsure, bug, detailed)",F,2
"Helping > (suggest, phrasedAsUnsure, bug, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, bug, unknown)",F,0
"Helping > (suggest, phrasedAsUnsure, bug, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, bug, vague)",F,2
"Helping > (suggest, phrasedAsUnsure, bug, vague)",S,0
"Helping > (suggest, phrasedAsUnsure, codeOpinion, detailed)",F,0
"Helping > (suggest, phrasedAsUnsure, codeOpinion, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, codeOpinion, unknown)",F,0
"Helping > (suggest, phrasedAsUnsure, codeOpinion, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, codeOpinion, vague)",F,0
"Helping > (suggest, phrasedAsUnsure, codeOpinion, vague)",S,0
"Helping > (suggest, phrasedAsUnsure, codeSpecifications, detailed)",F,0
"Helping > (suggest, phrasedAsUnsure, codeSpecifications, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, codeSpecifications, unknown)",F,0
"Helping > (suggest, phrasedAsUnsure, codeSpecifications, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, codeSpecifications, vague)",F,0
"Helping > (suggest, phrasedAsUnsure, codeSpecifications, vague)",S,0
"Helping > (suggest, phrasedAsUnsure, codingConcept, detailed)",F,0
"Helping > (suggest, phrasedAsUnsure, codingConcept, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, codingConcept, unknown)",F,1
"Helping > (suggest, phrasedAsUnsure, codingConcept, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, codingConcept, vague)",F,0
"Helping > (suggest, phrasedAsUnsure, codingConcept, vague)",S,2
"Helping > (suggest, phrasedAsUnsure, codingExperience, detailed)",F,0
"Helping > (suggest, phrasedAsUnsure, codingExperience, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, codingExperience, unknown)",F,1
"Helping > (suggest, phrasedAsUnsure, codingExperience, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, codingExperience, vague)",F,0
"Helping > (suggest, phrasedAsUnsure, codingExperience, vague)",S,0
"Helping > (suggest, phrasedAsUnsure, developmentStrategy, detailed)",F,0
"Helping > (suggest, phrasedAsUnsure, developmentStrategy, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, developmentStrategy, unknown)",F,0
"Helping > (suggest, phrasedAsUnsure, developmentStrategy, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, developmentStrategy, vague)",F,3
"Helping > (suggest, phrasedAsUnsure, developmentStrategy, vague)",S,3
"Helping > (suggest, phrasedAsUnsure, errorLocation, detailed)",F,0
"Helping > (suggest, phrasedAsUnsure, errorLocation, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, errorLocation, unknown)",F,0
"Helping > (suggest, phrasedAsUnsure, errorLocation, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, errorLocation, vague)",F,0
"Helping > (suggest, phrasedAsUnsure, errorLocation, vague)",S,0
"Helping > (suggest, phrasedAsUnsure, errorMsg, detailed)",F,0
"Helping > (suggest, phrasedAsUnsure, errorMsg, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, errorMsg, unknown)",F,0
"Helping > (suggest, phrasedAsUnsure, errorMsg, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, errorMsg, vague)",F,0
"Helping > (suggest, phrasedAsUnsure, errorMsg, vague)",S,0
"Helping > (suggest, phrasedAsUnsure, learningResources, detailed)",F,0
"Helping > (suggest, phrasedAsUnsure, learningResources, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, learningResources, unknown)",F,0
"Helping > (suggest, phrasedAsUnsure, learningResources, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, learningResources, vague)",F,0
"Helping > (suggest, phrasedAsUnsure, learningResources, vague)",S,0
"Helping > (suggest, phrasedAsUnsure, originalCode, detailed)",F,0
"Helping > (suggest, phrasedAsUnsure, originalCode, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, originalCode, unknown)",F,0
"Helping > (suggest, phrasedAsUnsure, originalCode, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, originalCode, vague)",F,0
"Helping > (suggest, phrasedAsUnsure, originalCode, vague)",S,0
"Helping > (suggest, phrasedAsUnsure, personalInfo, detailed)",F,0
"Helping > (suggest, phrasedAsUnsure, personalInfo, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, personalInfo, unknown)",F,0
"Helping > (suggest, phrasedAsUnsure, personalInfo, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, personalInfo, vague)",F,0
"Helping > (suggest, phrasedAsUnsure, personalInfo, vague)",S,0
"Helping > (suggest, phrasedAsUnsure, platformRelated, detailed)",F,0
"Helping > (suggest, phrasedAsUnsure, platformRelated, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, platformRelated, unknown)",F,0
"Helping > (suggest, phrasedAsUnsure, platformRelated, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, platformRelated, vague)",F,1
"Helping > (suggest, phrasedAsUnsure, platformRelated, vague)",S,0
"Helping > (suggest, phrasedAsUnsure, proposedNewCode, detailed)",F,3
"Helping > (suggest, phrasedAsUnsure, proposedNewCode, detailed)",S,12
"Helping > (suggest, phrasedAsUnsure, proposedNewCode, unknown)",F,3
"Helping > (suggest, phrasedAsUnsure, proposedNewCode, unknown)",S,2
"Helping > (suggest, phrasedAsUnsure, proposedNewCode, vague)",F,11
"Helping > (suggest, phrasedAsUnsure, proposedNewCode, vague)",S,15
"Helping > (suggest, phrasedAsUnsure, testCases, detailed)",F,0
"Helping > (suggest, phrasedAsUnsure, testCases, detailed)",S,0
"Helping > (suggest, phrasedAsUnsure, testCases, unknown)",F,0
"Helping > (suggest, phrasedAsUnsure, testCases, unknown)",S,0
"Helping > (suggest, phrasedAsUnsure, testCases, vague)",F,0
"Helping > (suggest, phrasedAsUnsure, testCases, vague)",S,0
"Helping > (suggest, unknown, bug, detailed)",F,0
"Helping > (suggest, unknown, bug, detailed)",S,0
"Helping > (suggest, unknown, bug, unknown)",F,0
"Helping > (suggest, unknown, bug, unknown)",S,0
"Helping > (suggest, unknown, bug, vague)",F,0
"Helping > (suggest, unknown, bug, vague)",S,0
"Helping > (suggest, unknown, codeOpinion, detailed)",F,0
"Helping > (suggest, unknown, codeOpinion, detailed)",S,0
"Helping > (suggest, unknown, codeOpinion, unknown)",F,0
"Helping > (suggest, unknown, codeOpinion, unknown)",S,0
"Helping > (suggest, unknown, codeOpinion, vague)",F,0
"Helping > (suggest, unknown, codeOpinion, vague)",S,0
"Helping > (suggest, unknown, codeSpecifications, detailed)",F,0
"Helping > (suggest, unknown, codeSpecifications, detailed)",S,0
"Helping > (suggest, unknown, codeSpecifications, unknown)",F,0
"Helping > (suggest, unknown, codeSpecifications, unknown)",S,0
"Helping > (suggest, unknown, codeSpecifications, vague)",F,0
"Helping > (suggest, unknown, codeSpecifications, vague)",S,0
"Helping > (suggest, unknown, codingConcept, detailed)",F,0
"Helping > (suggest, unknown, codingConcept, detailed)",S,0
"Helping > (suggest, unknown, codingConcept, unknown)",F,0
"Helping > (suggest, unknown, codingConcept, unknown)",S,0
"Helping > (suggest, unknown, codingConcept, vague)",F,0
"Helping > (suggest, unknown, codingConcept, vague)",S,0
"Helping > (suggest, unknown, codingExperience, detailed)",F,0
"Helping > (suggest, unknown, codingExperience, detailed)",S,0
"Helping > (suggest, unknown, codingExperience, unknown)",F,0
"Helping > (suggest, unknown, codingExperience, unknown)",S,0
"Helping > (suggest, unknown, codingExperience, vague)",F,0
"Helping > (suggest, unknown, codingExperience, vague)",S,0
"Helping > (suggest, unknown, developmentStrategy, detailed)",F,0
"Helping > (suggest, unknown, developmentStrategy, detailed)",S,0
"Helping > (suggest, unknown, developmentStrategy, unknown)",F,0
"Helping > (suggest, unknown, developmentStrategy, unknown)",S,0
"Helping > (suggest, unknown, developmentStrategy, vague)",F,0
"Helping > (suggest, unknown, developmentStrategy, vague)",S,1
"Helping > (suggest, unknown, errorLocation, detailed)",F,0
"Helping > (suggest, unknown, errorLocation, detailed)",S,0
"Helping > (suggest, unknown, errorLocation, unknown)",F,0
"Helping > (suggest, unknown, errorLocation, unknown)",S,0
"Helping > (suggest, unknown, errorLocation, vague)",F,0
"Helping > (suggest, unknown, errorLocation, vague)",S,0
"Helping > (suggest, unknown, errorMsg, detailed)",F,0
"Helping > (suggest, unknown, errorMsg, detailed)",S,0
"Helping > (suggest, unknown, errorMsg, unknown)",F,0
"Helping > (suggest, unknown, errorMsg, unknown)",S,0
"Helping > (suggest, unknown, errorMsg, vague)",F,0
"Helping > (suggest, unknown, errorMsg, vague)",S,0
"Helping > (suggest, unknown, learningResources, detailed)",F,0
"Helping > (suggest, unknown, learningResources, detailed)",S,0
"Helping > (suggest, unknown, learningResources, unknown)",F,0
"Helping > (suggest, unknown, learningResources, unknown)",S,0
"Helping > (suggest, unknown, learningResources, vague)",F,1
"Helping > (suggest, unknown, learningResources, vague)",S,0
"Helping > (suggest, unknown, originalCode, detailed)",F,0
"Helping > (suggest, unknown, originalCode, detailed)",S,0
"Helping > (suggest, unknown, originalCode, unknown)",F,0
"Helping > (suggest, unknown, originalCode, unknown)",S,0
"Helping > (suggest, unknown, originalCode, vague)",F,0
"Helping > (suggest, unknown, originalCode, vague)",S,0
"Helping > (suggest, unknown, personalInfo, detailed)",F,0
"Helping > (suggest, unknown, personalInfo, detailed)",S,0
"Helping > (suggest, unknown, personalInfo, unknown)",F,0
"Helping > (suggest, unknown, personalInfo, unknown)",S,0
"Helping > (suggest, unknown, personalInfo, vague)",F,0
"Helping > (suggest, unknown, personalInfo, vague)",S,0
"Helping > (suggest, unknown, platformRelated, detailed)",F,0
"Helping > (suggest, unknown, platformRelated, detailed)",S,0
"Helping > (suggest, unknown, platformRelated, unknown)",F,0
"Helping > (suggest, unknown, platformRelated, unknown)",S,0
"Helping > (suggest, unknown, platformRelated, vague)",F,0
"Helping > (suggest, unknown, platformRelated, vague)",S,0
"Helping > (suggest, unknown, proposedNewCode, detailed)",F,0
"Helping > (suggest, unknown, proposedNewCode, detailed)",S,0
"Helping > (suggest, unknown, proposedNewCode, unknown)",F,0
"Helping > (suggest, unknown, proposedNewCode, unknown)",S,0
"Helping > (suggest, unknown, proposedNewCode, vague)",F,3
"Helping > (suggest, unknown, proposedNewCode, vague)",S,1
"Helping > (suggest, unknown, testCases, detailed)",F,0
"Helping > (suggest, unknown, testCases, detailed)",S,0
"Helping > (suggest, unknown, testCases, unknown)",F,1
"Helping > (suggest, unknown, testCases, unknown)",S,0
"Helping > (suggest, unknown, testCases, vague)",F,0
"Helping > (suggest, unknown, testCases, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, bug, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, bug, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, bug, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, bug, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, bug, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, bug, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, codeOpinion, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, codeOpinion, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, codeOpinion, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, codeOpinion, unknown)",S,3
"Helping > (teachWithExtensions, phrasedAsCertain, codeOpinion, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, codeOpinion, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, codeSpecifications, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, codeSpecifications, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, codeSpecifications, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, codeSpecifications, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, codeSpecifications, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, codeSpecifications, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, codingConcept, detailed)",F,1
"Helping > (teachWithExtensions, phrasedAsCertain, codingConcept, detailed)",S,24
"Helping > (teachWithExtensions, phrasedAsCertain, codingConcept, unknown)",F,5
"Helping > (teachWithExtensions, phrasedAsCertain, codingConcept, unknown)",S,19
"Helping > (teachWithExtensions, phrasedAsCertain, codingConcept, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, codingConcept, vague)",S,2
"Helping > (teachWithExtensions, phrasedAsCertain, codingExperience, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, codingExperience, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, codingExperience, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, codingExperience, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, codingExperience, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, codingExperience, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, developmentStrategy, detailed)",F,1
"Helping > (teachWithExtensions, phrasedAsCertain, developmentStrategy, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, developmentStrategy, unknown)",F,2
"Helping > (teachWithExtensions, phrasedAsCertain, developmentStrategy, unknown)",S,2
"Helping > (teachWithExtensions, phrasedAsCertain, developmentStrategy, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, developmentStrategy, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, errorLocation, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, errorLocation, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, errorLocation, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, errorLocation, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, errorLocation, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, errorLocation, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, errorMsg, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, errorMsg, detailed)",S,1
"Helping > (teachWithExtensions, phrasedAsCertain, errorMsg, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, errorMsg, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, errorMsg, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, errorMsg, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, learningResources, detailed)",F,2
"Helping > (teachWithExtensions, phrasedAsCertain, learningResources, detailed)",S,2
"Helping > (teachWithExtensions, phrasedAsCertain, learningResources, unknown)",F,1
"Helping > (teachWithExtensions, phrasedAsCertain, learningResources, unknown)",S,1
"Helping > (teachWithExtensions, phrasedAsCertain, learningResources, vague)",F,1
"Helping > (teachWithExtensions, phrasedAsCertain, learningResources, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, originalCode, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, originalCode, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, originalCode, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, originalCode, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, originalCode, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, originalCode, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, personalInfo, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, personalInfo, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, personalInfo, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, personalInfo, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, personalInfo, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, personalInfo, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, platformRelated, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, platformRelated, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, platformRelated, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, platformRelated, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, platformRelated, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, platformRelated, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, proposedNewCode, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, proposedNewCode, detailed)",S,9
"Helping > (teachWithExtensions, phrasedAsCertain, proposedNewCode, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, proposedNewCode, unknown)",S,6
"Helping > (teachWithExtensions, phrasedAsCertain, proposedNewCode, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, proposedNewCode, vague)",S,2
"Helping > (teachWithExtensions, phrasedAsCertain, testCases, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, testCases, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, testCases, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, testCases, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsCertain, testCases, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsCertain, testCases, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, bug, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, bug, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, bug, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, bug, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, bug, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, bug, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codeOpinion, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codeOpinion, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codeOpinion, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codeOpinion, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codeOpinion, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codeOpinion, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codeSpecifications, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codeSpecifications, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codeSpecifications, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codeSpecifications, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codeSpecifications, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codeSpecifications, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codingConcept, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codingConcept, detailed)",S,1
"Helping > (teachWithExtensions, phrasedAsUnsure, codingConcept, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codingConcept, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codingConcept, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codingConcept, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codingExperience, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codingExperience, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codingExperience, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codingExperience, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codingExperience, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, codingExperience, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, developmentStrategy, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, developmentStrategy, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, developmentStrategy, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, developmentStrategy, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, developmentStrategy, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, developmentStrategy, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, errorLocation, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, errorLocation, detailed)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, errorLocation, unknown)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, errorLocation, unknown)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, errorLocation, vague)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, errorLocation, vague)",S,0
"Helping > (teachWithExtensions, phrasedAsUnsure, errorMsg, detailed)",F,0
"Helping > (teachWithExtensions, phrasedAsUnsure, errorMsg, detailed)",S,0
